instance,atomic_weld_id,parent_weld_id,parent_original_id,half_region,segment_index,segment_count
w60,inst0045|group=642-BL14A.dxf|row=0000|half=lower|part=1of1|seg=1of1,inst0045|group=642-BL14A.dxf|row=0000|half=lower|part=1of1,inst0045|group=642-BL14A.dxf|row=0000,lower,1,1
w60,inst0046|group=312-GR2C|row=0000|half=lower|part=1of1|seg=1of1,inst0046|group=312-GR2C|row=0000|half=lower|part=1of1,inst0046|group=312-GR2C|row=0000,lower,1,1
w60,inst0047|group=685-BK21A.dxf|row=0000|half=upper|part=1of1|seg=1of1,inst0047|group=685-BK21A.dxf|row=0000|half=upper|part=1of1,inst0047|group=685-BK21A.dxf|row=0000,upper,1,1
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=1of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,1,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=2of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,2,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=3of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,3,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=4of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,4,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=5of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,5,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=6of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,6,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=7of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,7,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=8of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,8,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=9of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,9,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=10of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,10,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=11of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,11,12
w60,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1|seg=12of12,inst0048|group=144-DK1B.dxf|row=0000|half=lower|part=1of1,inst0048|group=144-DK1B.dxf|row=0000,lower,12,12
